"Server Name","Service Name","Status"
"TRVNWTSTPSAN02.namindia.com","WiaRpc","Stopped"
"TRVNWTSTPSAN02.namindia.com","WinDefend","Running"
"TRVNWTSTPSAN02.namindia.com","WinHttpAutoProxySvc","Running"
"TRVNWTSTPSAN02.namindia.com","Winmgmt","Running"
"TRVNWTSTPSAN02.namindia.com","WinRM","Running"
"TRVNWTSTPSAN02.namindia.com","wisvc","Stopped"
"TRVNWTSTPSAN02.namindia.com","wlidsvc","Stopped"
"TRVNWTSTPSAN02.namindia.com","wmiApSrv","Stopped"
"TRVNWTSTPSAN02.namindia.com","WMPNetworkSvc","Stopped"
"TRVNWTSTPSAN02.namindia.com","WPDBusEnum","Stopped"
"TRVNWTSTPSAN02.namindia.com","WpnService","Running"
"TRVNWTSTPSAN02.namindia.com","WpnUserService_111e63e5","Running"
"TRVNWTSTPSAN02.namindia.com","WSearch","Stopped"
"TRVNWTSTPSAN02.namindia.com","wuauserv","Stopped"
